7月收支财务报表,Unnamed: 3,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,
,,,,,,,,,,,
"财务统计
STATISTICS",,7月收支明细 DETAIL,,,,,,,,,
,,序号,日期,收入,,,,支出,,,
月份查询,,,,项目,金额（¥）,备注,时间,项目,金额（¥）,备注,时间
7月,▼,1,2024-06-26 00:00:00,支付宝备用金,5000,,20：25,,,,
收入,,2,2024-06-27 00:00:00,,,,,广告配套,1836,账单户,14:03:00
36690,,3,2024-06-30 00:00:00,,,,,广告配套,1569,账单户,15:49:00
支出,,4,2024-06-30 00:00:00,支付宝备用金,10000,,19：24,,,,
26956.62,,5,2024-07-04 00:00:00,,,,,广告配套,1036,账单户,12:13:00
结余,,6,2024-07-07 00:00:00,,,,,广告配套,963,账单户,16:47:00
9733.38,,7,2024-07-09 00:00:00,,,,,广告配套,963,账单户,10：39
,,8,2024-07-11 00:00:00,,,,,广告配套,965,账单户,11：36
任意时段查询,,9,2024-07-11 00:00:00,,,,,广告配套,350,fb个号,13：28
起始日期：,,10,2024-07-12 00:00:00,,,,,广告配套,350,fb个号,19：58
2024-01-01 00:00:00,,11,2024-07-13 00:00:00,,,,,广告配套,350,fb个号,17：32
结束日期：,,12,2024-07-14 00:00:00,,,,,广告配套,965,账单户,15：54
2099-04-30 00:00:00,,13,2024-07-15 00:00:00,,,,,广告配套,350,fb个号,14：59
收入,,14,2024-07-16 00:00:00,,,,,广告配套,963,账单户,12：34
36690,,15,2024-07-18 00:00:00,,,,,广告配套,965,账单户,17：24
支出,,16,2024-07-21 00:00:00,,,,,广告配套,965,账单户,20：19
26956.62,,17,2024-07-22 00:00:00,,,,,广告配套,734,服务器,21：59
结余,,18,2024-07-22 00:00:00,,,,,广告配套,59.61,域名,22：29
9733.38,,19,2024-07-23 00:00:00,,,,,广告配套,350,fb个号,14：36
,,20,2024-07-23 00:00:00,支付宝备用金,21690,,21：58,微信备用金,1000,,21：02
,,21,2024-07-24 00:00:00,,,,,广告配套,350,fb个号,19：44
,,22,2024-07-27 00:00:00,,,,,广告配套,200,BM,17：08
,,23,2024-07-27 00:00:00,,,,,广告配套,350,fb个号,18：15
,,24,2024-07-28 00:00:00,,,,,广告配套,200,BM,22：02
,,25,2024-07-29 00:00:00,,,,,广告配套,200,BM,16：27
,,26,2024-07-30 00:00:00,,,,,广告配套,400,BM,10：06
,,27,2024-07-30 00:00:00,,,,,广告配套,200,BM,16：44
,,28,2024-07-30 00:00:00,,,,,广告配套,200,BM,18：32
,,29,2024-07-30 00:00:00,,,,,广告配套,700,fb个号,18：38
,,30,2024-07-31 00:00:00,,,,,广告配套,200,BM,19：32
,,31,2024-08-02 00:00:00,,,,,广告配套,200,BM,14：38
,,32,2024-08-03 00:00:00,,,,,广告配套,326,账单户,17：01
,,33,2024-08-03 00:00:00,,,,,广告配套,200,BM,22：42
,,34,2024-08-04 00:00:00,,,,,广告配套,200,BM,19:17:00
,,35,2024-08-04 00:00:00,,,,,广告配套,637,账单户,19：36
