5月收支财务报表,Unnamed: 3,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 16,Unnamed: 17
,,,,,,,,,,,
,,,,,,,,,,,
"财务统计
STATISTICS",,5月收支明细 DETAIL,,,,,,,,,
,,序号,日期,收入,,,支出,,,,
月份查询,,,,项目,金额,备注,项目,金额,备注,,
5月,▼,1,2024-05-01 00:00:00,4月剩余,-893.112,5/3转了远程佣金,,,,300000,阿光-印度六期
收入,,2,2024-05-01 00:00:00,阿光-印度六期,100000,16：00,广告费,22640,飞书16：16,550000,阿光-印度七期
2051124.888,,3,2024-05-01 00:00:00,,,,广告配套,200,矿工费16：26,100000,金鑫海哥5月
支出,,4,2024-05-01 00:00:00,,,,广告费,30000,飞书18：33,253000,郭大侠1期
2041487.83,,5,2024-05-01 00:00:00,,,,后勤转回,20000,16：43,191751,郭大侠2期
结余,,6,2024-05-01 00:00:00,,,,广告费,2073.72,启航09：32,19999,印度，维权粉
9637.058,,7,2024-05-02 00:00:00,,,,广告费,5000,账单户09：32,10000,英國精粉測試（zhang）
,,8,2024-05-02 00:00:00,,,,广告费,2020,启航10：07,85000,澳大利亚，股票/二群—FB
任意时段查询,,9,2024-05-02 00:00:00,,,,广告费,3000,小h10：07,1300,欧美精聊交流
起始日期：,,10,2024-05-02 00:00:00,阿修,8080,12：44,广告配套,100,FB个号13：36,20000,FB 股票-马腾飞
2024-01-01 00:00:00,,11,2024-05-02 00:00:00,,,,广告费,3030,小h14：23,100000,六亿(40000粉）
结束日期：,,12,2024-05-02 00:00:00,,,,广告费,15000,飞书17：35,50000,叶凡（16800）
2099-04-30 00:00:00,,13,2024-05-02 00:00:00,阿光-印度六期,100000,17：45,广告费,30000,飞书17：53,13791.12,广告配套
收入,,14,2024-05-02 00:00:00,,,,广告费,4040,启航18：25,14436.07,远程佣金
2051124.888,,15,2024-05-02 00:00:00,,,,广告费,30000,飞书21:01,33180,阿修
支出,,16,2024-05-03 00:00:00,,,,广告费,5000,账单户09：17,1436898.73,广告费
2041487.83,,17,2024-05-03 00:00:00,阿修,10100,10：11,广告费,30000,飞书12:55,,
结余,,18,2024-05-03 00:00:00,,,,广告配套,103,FB个号13：01,,
9637.058,,19,2024-05-03 00:00:00,阿修,5000,15：12,广告费,6000,账单户16:32,,
,,20,2024-05-03 00:00:00,,,,广告费,1050,启航16:49,,
,,21,2024-05-03 00:00:00,阿光-印度六期,100000,17：33,广告费,30000,飞书17：55,,
,,22,2024-05-03 00:00:00,,,,广告费,2020,启航18：35,,
,,23,2024-05-03 00:00:00,,,,广告费,3199.85,小h19:47,,
,,24,2024-05-03 00:00:00,,,,广告费,30000,飞书22:54,,
,,25,2024-05-03 00:00:00,,,,广告费,10005,账单户23:48,,
,,26,2024-05-04 00:00:00,,,,广告费,1050,启航09：14,,
,,27,2024-05-04 00:00:00,金鑫海哥5月,25000,汇旺15:30,后勤,25000,汇旺,,
,,28,2024-05-04 00:00:00,阿修,10000,18:20:00,广告费,5000,账单户16:48,,
,,29,2024-05-04 00:00:00,,,,广告费,2100,启航20:52,,
